"application_id","organization_id","provider_id","snapshot_date_id","applicationcode","fullresourcescount","devresourcescount","qaresourcescount","pdnresourcescount","fullaccountscount","devaccountscount","qaaccountscount","pdnaccountscount","redsecuritycheckscount","redsecurityresourcescount","yellowsecuritycheckscount","yellowsecurityresourcescount","redfaulttolerancecheckscount","redfaulttoleranceresourcescount","yellowfaulttolerancecheckscount","yellowfaulttoleranceresourcescount","redperformancecheckscount","redperformanceresourcescount","yellowperformancecheckscount","yellowperformanceresourcescount","redcostoptimizingcheckscount","redcostoptimizingresourcescount","yellowcostoptimizingcheckscount","yellowcostoptimizingresourcescount","redsecuritydensity","yellowsecuritydensity","redfaulttolerancedensity","yellowfaulttolerancedensity","redperformancedensity","yellowperformancedensity","redcostoptimizingdensity","yellowcostoptimizingdensity","ppn_tm","pdnresourcessize","clasification"
"336","1","1","20231021","app00336","25","8","8","9","3","1","1","1","1","1","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0.111","0.222","0.000","0.000","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000","0.954",
"623","1","1","20231021","app00623","27","9","9","9","3","1","1","1","2","2","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0.222","0.222","0.000","0.000","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000","0.954",
"482","1","1","20231021","app00482","81","63","9","9","3","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0.111","0.111","0.000","0.000","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000","0.954",
"856","1","1","20231021","app00856","25","9","9","7","3","1","1","1","1","1","3","3","0","0","1","1","0","0","0","0","0","0","0","0","0.143","0.429","0.000","0.143","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000","0.845",
"884","1","1","20231021","app00884","27","9","9","9","3","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0.111","0.111","0.000","0.000","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000","0.954",
"266","1","1","20231021","app00266","4","4","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000",,
"265","1","1","20231021","app00265","79","79","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000",,
"615","1","1","20231021","app00615","5","5","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000",,
"613","1","1","20231021","app00613","139","90","49","0","3","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000",,
"200","1","1","20231021","app00200","9","9","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000",,
"199","1","1","20231021","app00199","5","5","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000",,
"202","1","1","20231021","app00202","3","3","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000",,
"832","1","1","20231021","app00832","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000",,
"831","1","1","20231021","app00831","81","49","32","0","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000",,
"829","1","1","20231021","app00829","22","22","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000",,
"185","1","1","20231021","app00185","2","2","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000",,
"184","1","1","20231021","app00184","25","25","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000",,
"710","1","1","20231021","app00710","2","1","1","0","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000",,
"709","1","1","20231021","app00709","64","64","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000",,
"739","1","1","20231021","app00739","2","0","2","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000",,
"738","1","1","20231021","app00738","7","5","2","0","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000",,
"735","1","1","20231021","app00735","23","3","20","0","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000",,
"115","1","1","20231021","app00115","2","2","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000",,
"116","1","1","20231021","app00116","25","25","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000",,
"117","1","1","20231021","app00117","6","6","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000",,
"901","1","1","20231021","app00901","2","1","1","0","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000",,
"900","1","1","20231021","app00900","2","2","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000",,
"906","1","1","20231021","app00906","6","6","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000",,
"899","1","1","20231021","app00899","9","9","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000",,
"8","1","1","20231021","app00008","2","2","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000",,
"7","1","1","20231021","app00007","2","0","2","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000",,
"6","1","1","20231021","app00006","9","9","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000",,
"295","1","1","20231021","app00295","25","25","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000",,
"293","1","1","20231021","app00293","12","12","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000",,
"289","1","1","20231021","app00289","68","38","30","0","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000",,
"297","1","1","20231021","app00297","2","2","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000",,
"44","1","1","20231021","app00044","2","2","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000",,
"474","1","1","20231021","app00474","7","7","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000",,
"467","1","1","20231021","app00467","39","23","16","0","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000",,
"73","1","1","20231021","app00073","26","13","13","0","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000",,
"76","1","1","20231021","app00076","2","2","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000",,
"75","1","1","20231021","app00075","28","28","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000",,
"237","1","1","20231021","app00237","7","7","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000",,
"238","1","1","20231021","app00238","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000",,
"239","1","1","20231021","app00239","3","3","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000",,
"16","1","1","20231021","app00016","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000",,
"17","1","1","20231021","app00017","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000",,
"559","1","1","20231021","app00559","46","46","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000",,
"411","1","1","20231021","app00411","5","5","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000",,
"402","1","1","20231021","app00402","3","3","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000",,
"409","1","1","20231021","app00409","8","6","2","0","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000",,
"405","1","1","20231021","app00405","8","8","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000",,
"410","1","1","20231021","app00410","2","2","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000",,
"412","1","1","20231021","app00412","15","15","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000",,
"770","1","1","20231021","app00770","22","11","11","0","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000",,
"769","1","1","20231021","app00769","8","0","8","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000",,
"24","1","1","20231021","app00024","21","20","1","0","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000",,
"23","1","1","20231021","app00023","59","47","12","0","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000",,
"441","1","1","20231021","app00441","26","13","13","0","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000",,
"436","1","1","20231021","app00436","3","3","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000",,
"442","1","1","20231021","app00442","2","2","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000",,
"697","1","1","20231021","app00697","50","50","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000",,
"792","1","1","20231021","app00792","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000",,
"789","1","1","20231021","app00789","11","11","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000",,
"794","1","1","20231021","app00794","39","39","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000",,
"793","1","1","20231021","app00793","7","7","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000",,
"177","1","1","20231021","app00177","46","46","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000",,
"530","1","1","20231021","app00530","6","6","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000",,
"340","1","1","20231021","app00340","11","9","2","0","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000",,
"339","1","1","20231021","app00339","5","5","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000",,
"511","1","1","20231021","app00511","55","29","26","0","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000",,
"514","1","1","20231021","app00514","33","33","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000",,
"513","1","1","20231021","app00513","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000",,
"512","1","1","20231021","app00512","11","11","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000",,
"385","1","1","20231021","app00385","42","21","21","0","4","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000",,
"379","1","1","20231021","app00379","6","6","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000",,
"387","1","1","20231021","app00387","70","70","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000",,
"637","1","1","20231021","app00637","3","1","1","1","3","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1.000","1.000","0.000","0.000","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000","0.000",
"42","1","1","20231021","app00042","2","1","0","1","2","1","0","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1.000","1.000","0.000","0.000","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000","0.000",
"35","1","1","20231021","app00035","56","19","11","26","4","1","1","2","1","1","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0.038","0.077","0.000","0.000","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000","1.415",
"32","1","1","20231021","app00032","125","37","19","69","38","12","9","17","1","1","3","4","0","0","1","2","0","0","0","0","0","0","0","0","0.014","0.058","0.000","0.029","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000","1.839",
"36","1","1","20231021","app00036","1398","746","0","652","2","1","0","1","0","0","2","8","0","0","1","1","0","0","0","0","0","0","0","0","0.000","0.012","0.000","0.002","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000","2.814",
"31","1","1","20231021","app00031","136","56","41","39","3","1","1","1","0","0","1","1","0","0","2","2","0","0","0","0","0","0","0","0","0.000","0.026","0.000","0.051","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000","1.591",
"33","1","1","20231021","app00033","140","47","29","64","3","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0.016","0.016","0.000","0.000","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000","1.806",
"187","1","1","20231021","app00187","121","28","25","68","3","1","1","1","1","1","3","3","0","0","1","1","0","0","0","0","0","0","0","0","0.015","0.044","0.000","0.015","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000","1.833",
"191","1","1","20231021","app00191","148","55","33","60","3","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0.017","0.017","0.000","0.000","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000","1.778",
"192","1","1","20231021","app00192","58","2","0","56","2","1","0","1","0","0","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0.000","0.018","0.000","0.018","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000","1.748",
"630","1","1","20231021","app00630","43","14","14","15","4","1","1","2","0","0","2","1","0","0","1","1","0","0","0","0","0","0","0","0","0.000","0.067","0.000","0.067","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000","1.176",
"628","1","1","20231021","app00628","108","34","34","40","3","1","1","1","1","1","2","3","0","0","1","2","0","0","0","0","0","0","0","0","0.025","0.075","0.000","0.050","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000","1.602",
"634","1","1","20231021","app00634","150","45","44","61","3","1","1","1","2","3","2","5","0","0","1","1","0","0","1","2","0","0","0","0","0.049","0.082","0.000","0.016","0.000","0.033","0.000","0.000","2023-10-21 01:04:53.696000","1.785",
"847","1","1","20231021","app00847","29","11","9","9","3","1","1","1","0","0","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0.000","0.111","0.000","0.111","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000","0.954",
"843","1","1","20231021","app00843","2618","999","917","702","5","2","1","2","1","3","4","8","0","0","1","4","0","0","1","15","0","0","0","0","0.004","0.011","0.000","0.006","0.000","0.021","0.000","0.000","2023-10-21 01:04:53.696000","2.846",
"845","1","1","20231021","app00845","197","81","43","73","5","1","2","2","1","1","4","4","0","0","1","2","0","0","1","1","0","0","0","0","0.014","0.055","0.000","0.027","0.000","0.014","0.000","0.000","2023-10-21 01:04:53.696000","1.863",
"844","1","1","20231021","app00844","102","40","24","38","5","2","1","2","0","0","3","7","0","0","0","0","0","0","0","0","0","0","0","0","0.000","0.184","0.000","0.000","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000","1.580",
"241","1","1","20231021","app00241","689","225","183","281","5","1","1","3","2","7","4","16","0","0","2","5","0","0","1","2","0","0","0","0","0.025","0.057","0.000","0.018","0.000","0.007","0.000","0.000","2023-10-21 01:04:53.696000","2.449",
"240","1","1","20231021","app00240","224","89","60","75","3","1","1","1","0","0","1","2","0","0","2","4","0","0","0","0","0","0","0","0","0.000","0.027","0.000","0.053","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000","1.875",
"243","1","1","20231021","app00243","300","71","97","132","4","2","1","1","1","1","5","12","1","1","4","8","0","0","0","0","0","0","0","0","0.008","0.091","0.008","0.061","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000","2.121",
"242","1","1","20231021","app00242","494","150","149","195","3","1","1","1","2","4","3","7","0","0","1","1","0","0","1","2","0","0","0","0","0.021","0.036","0.000","0.005","0.000","0.010","0.000","0.000","2023-10-21 01:04:53.696000","2.290",
"244","1","1","20231021","app00244","105","59","17","29","6","2","1","3","0","0","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0.000","0.034","0.000","0.034","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000","1.462",
"245","1","1","20231021","app00245","1502","351","358","793","4","1","1","2","0","0","3","5","1","23","2","3","0","0","1","11","0","0","1","13","0.000","0.006","0.029","0.004","0.000","0.014","0.000","0.016","2023-10-21 01:04:53.696000","2.899",
"678","1","1","20231021","app00678","471","163","154","154","6","2","1","3","0","0","2","3","0","0","1","1","0","0","0","0","0","0","0","0","0.000","0.019","0.000","0.006","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000","2.188",
"684","1","1","20231021","app00684","32","11","4","17","10","3","2","5","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0.000","0.118","0.000","0.000","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000","1.230",
"686","1","1","20231021","app00686","712","105","244","363","9","3","2","4","1","4","4","7","0","0","1","1","0","0","1","1","0","0","0","0","0.011","0.019","0.000","0.003","0.000","0.003","0.000","0.000","2023-10-21 01:04:53.696000","2.560",
"679","1","1","20231021","app00679","8","4","0","4","2","1","0","1","0","0","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0.000","0.250","0.000","0.250","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000","0.602",
"677","1","1","20231021","app00677","232","94","62","76","3","1","1","1","0","0","2","5","0","0","2","10","0","0","1","1","0","0","0","0","0.000","0.066","0.000","0.132","0.000","0.013","0.000","0.000","2023-10-21 01:04:53.696000","1.881",
"685","1","1","20231021","app00685","171","48","50","73","5","1","1","3","0","0","2","3","0","0","1","2","0","0","0","0","0","0","0","0","0.000","0.041","0.000","0.027","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000","1.863",
"681","1","1","20231021","app00681","395","145","119","131","6","2","1","3","1","1","4","7","0","0","2","7","0","0","0","0","0","0","0","0","0.008","0.053","0.000","0.053","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000","2.117",
"688","1","1","20231021","app00688","74","1","0","73","2","1","0","1","2","2","1","3","0","0","2","3","0","0","0","0","0","0","0","0","0.027","0.041","0.000","0.041","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000","1.863",
"680","1","1","20231021","app00680","833","335","317","181","6","1","2","3","2","3","3","10","0","0","1","8","0","0","0","0","0","0","0","0","0.017","0.055","0.000","0.044","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000","2.258",
"714","1","1","20231021","app00714","146","59","41","46","7","1","2","4","0","0","2","4","0","0","1","1","0","0","0","0","0","0","0","0","0.000","0.087","0.000","0.022","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000","1.663",
"715","1","1","20231021","app00715","267","111","70","86","4","1","1","2","0","0","2","6","0","0","2","6","0","0","1","1","0","0","0","0","0.000","0.070","0.000","0.070","0.000","0.012","0.000","0.000","2023-10-21 01:04:53.696000","1.934",
"717","1","1","20231021","app00717","227","58","75","94","3","1","1","1","1","1","4","5","2","2","2","4","0","0","1","1","1","1","0","0","0.011","0.053","0.021","0.043","0.000","0.011","0.011","0.000","2023-10-21 01:04:53.696000","1.973",
"718","1","1","20231021","app00718","221","101","60","60","3","1","1","1","1","1","2","3","0","0","1","2","0","0","0","0","0","0","0","0","0.017","0.050","0.000","0.033","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000","1.778",
"865","1","1","20231021","app00865","605","252","217","136","52","19","17","16","1","9","3","28","0","0","1","1","0","0","0","0","0","0","0","0","0.066","0.206","0.000","0.007","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000","2.134",
"874","1","1","20231021","app00874","79","33","0","46","2","1","0","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0.022","0.022","0.022","0.000","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000","1.663",
"872","1","1","20231021","app00872","158","52","28","78","4","1","1","2","0","0","3","5","0","0","1","2","0","0","0","0","0","0","0","0","0.000","0.064","0.000","0.026","0.000","0.000","0.000","0.000","2023-10-21 01:04:53.696000","1.892",
"870","1","1","20231021","app00870","50","20","15","15","3","1","1","1","1","1","3","4","0","0","1","2","0","0","1","1","0","0","0","0","0.067","0.267","0.000","0.133","0.000","0.067","0.000","0.000","2023-10-21 01:04:53.696000","1.176",
"877","1","1","20231021","app00877","248","96","49","103","6","2","2","2","2","4","6","11","0","0","1","3","0","0","1","2","0","0","0","0","0.039","0.107","0.000","0.029","0.000","0.019","0.000","0.000","2023-10-21 01:04:53.696000","2.013",
